model_name,eclipse,eclipse_extent,train_origin,val_acc,val_auc,val_prauc,test0_acc,test0_auc,test0_prauc,test1_acc,test1_auc,test1_prauc
resnet50,True,1.0,Chile,0.89375,0.953125,0.9827498810639999,0.5363128491620112,0.755219874535751,0.7372588800139205,0.3954802259887006,0.4451081441922563,0.36772088196382813
resnet50,True,1.0,Ohio,0.8194444444444444,0.9220679012345678,0.9418735758645155,0.6090909090909091,0.3349931129476584,0.656102649832791,0.6045197740112994,0.5309345794392523,0.4244804681665176
resnet50,True,1.0,Turkey,0.6337209302325582,0.5373112868439972,0.4457244574503753,0.3215909090909091,0.27679752066115704,0.6734742949236804,0.5418994413407822,0.5704253924659031,0.5830916877905294
